Date,Open,High,Low,Close,Adj Close,Volume
2013-08-01,17.386194,17.536076,15.987306,16.986511,11.075057,27181842
2013-09-01,16.986511,17.416170,15.397774,15.407766,10.045724,10089716
2013-10-01,15.407766,15.977314,14.188734,15.777472,10.286773,8610281
2013-11-01,15.487702,17.476124,14.988099,16.596823,10.820981,18357965
2013-12-01,16.626799,17.086433,15.857409,16.486910,10.793755,11937865
2014-01-01,16.486910,16.686750,14.488496,15.307845,10.021835,2837738
2014-02-01,15.307845,17.086433,14.598408,16.007290,10.479753,4751983
2014-03-01,16.287067,16.986511,14.888178,16.836632,11.022709,3940011
2014-04-01,16.966528,17.096424,15.857409,16.936552,11.218717,2510316
2014-05-01,16.936552,17.975727,16.007290,17.675964,11.708505,18125310
2014-06-01,17.586037,18.954948,16.486910,18.135599,12.200686,14133318
2014-07-01,17.845831,18.984924,17.326242,18.485323,12.435964,21990136
2014-08-01,18.355425,18.475330,17.695950,18.225529,12.261187,7558575
2014-09-01,18.015696,18.275490,16.486910,17.735916,12.088560,12950145
2014-10-01,17.486116,18.275490,16.586830,18.025686,12.481078,32525117
2014-11-01,18.075647,18.485323,17.186354,18.075647,12.515672,9374693
2014-12-01,18.075647,19.984133,16.746702,19.504513,13.505027,5480139
2015-01-01,19.504513,19.504513,17.126402,18.195553,12.598694,6603627
2015-02-01,18.195553,18.984924,17.166368,18.845037,13.048403,23745081
2015-03-01,18.715139,18.715139,17.156378,17.420000,12.277636,21476537
2015-04-01,17.309999,17.990000,17.150000,17.420000,12.277636,6833867
2015-05-01,17.420000,17.590000,17.000000,17.049999,12.016860,10027175
2015-06-01,17.059999,17.600000,15.500000,17.389999,12.424031,31263380
2015-07-01,17.420000,17.950001,16.959999,17.500000,12.502620,13855834
2015-08-01,17.520000,18.389999,15.800000,15.990000,11.423823,19842909
2015-09-01,16.010000,18.000000,15.120000,16.760000,12.144655,8490760
2015-10-01,16.760000,17.900000,16.459999,16.910000,12.253349,4622888
2015-11-01,16.910000,17.490000,16.450001,16.820000,12.188133,15372191
2015-12-01,16.959999,17.490000,16.450001,17.389999,12.807706,3979535
2016-01-01,17.389999,17.389999,16.010000,16.990000,12.513104,5659293
2016-02-01,16.990000,17.450001,16.260000,16.920000,12.461553,10567995
2016-03-01,16.990000,17.299999,16.260000,17.139999,12.837250,4239563
2016-04-01,17.139999,17.150000,16.309999,16.600000,12.432811,4587529
2016-05-01,16.610001,16.840000,15.160000,16.150000,12.299149,31438466
2016-06-01,16.139999,17.299999,15.760000,16.440001,12.520001,4696362
2016-07-01,16.900000,18.000000,15.870000,17.150000,13.060709,10255994
2016-08-01,16.799999,17.299999,16.110001,16.889999,12.862701,5176670
2016-09-01,16.910000,17.000000,15.200000,15.920000,12.332632,29541214
2016-10-01,15.690000,16.500000,14.610000,15.860000,12.286152,8232301
2016-11-01,16.020000,16.190001,12.520000,13.170000,10.380272,18725497
2016-12-01,13.380000,13.590000,12.100000,12.830000,10.112291,21918421
2017-01-01,12.980000,13.510000,12.200000,13.370000,10.537908,16615571
2017-02-01,13.300000,13.990000,12.510000,13.210000,10.411799,7355634
2017-03-01,13.200000,13.740000,12.660000,13.250000,10.443327,16593304
2017-04-01,13.250000,14.000000,13.010000,13.720000,11.041067,18657623
2017-05-01,13.720000,14.300000,12.410000,12.700000,10.220229,4877959
2017-06-01,12.950000,12.950000,11.920000,12.440000,10.044830,25194348
2017-07-01,12.450000,12.620000,11.960000,12.140000,9.802591,15990029
2017-08-01,12.250000,12.380000,11.280000,11.620000,9.382711,10810489
2017-09-01,11.640000,11.990000,10.880000,10.910000,8.834979,13741647
2017-10-01,11.110000,12.020000,10.600000,11.800000,9.555706,11053603
2017-11-01,11.210000,11.990000,11.210000,11.440000,9.264175,2073483
2017-12-01,11.490000,11.510000,10.220000,10.560000,8.778679,3535975
2018-01-01,10.560000,10.750000,10.200000,10.500000,8.728801,3933767
2018-02-01,10.510000,11.130000,10.270000,10.910000,9.069639,2309536
2018-03-01,10.670000,11.230000,10.310000,11.200000,9.310720,3302624
2018-04-01,11.200000,11.690000,10.550000,10.880000,9.044701,1559169
2018-05-01,10.880000,10.960000,9.210000,9.240000,7.681345,2111607
2018-06-01,9.420000,9.990000,9.050000,9.340000,7.764476,4410396
2018-07-01,9.300000,10.360000,8.870000,10.270000,8.537599,10971250
2018-08-01,10.350000,10.600000,9.660000,9.980000,8.296516,1820168
2018-09-01,9.980000,10.540000,9.650000,9.970000,8.288204,5911222
2018-10-01,9.930000,10.080000,8.400000,8.960000,7.448577,2879919
2018-11-01,9.000000,9.000000,8.100000,8.190000,6.808464,15232293
2018-12-01,8.200000,8.400000,7.900000,8.150000,6.775211,3728304
2019-01-01,8.150000,8.430000,7.910000,8.000000,6.650515,1756783
2019-02-01,8.140000,8.300000,7.400000,7.450000,6.193292,3842152
2019-03-01,7.620000,8.000000,7.400000,7.800000,6.484252,2385990
2019-04-01,7.800000,8.430000,7.700000,8.300000,6.899909,999754
2019-05-01,8.300000,9.000000,7.880000,8.300000,6.899909,218388
2019-06-01,8.300000,8.760000,7.600000,7.990000,6.642201,953632
2019-07-01,7.990000,8.490000,7.590000,8.460000,7.032918,1598533
2019-08-01,8.450000,8.450000,7.600000,7.900000,6.567383,397738
2019-09-01,7.930000,8.400000,7.930000,8.190000,6.808464,1077941
2019-10-01,8.150000,9.500000,8.140000,8.820000,7.332191,29471780
2019-11-01,8.820000,9.500000,8.820000,9.320000,7.747848,731082
2019-12-01,9.300000,9.490000,8.700000,9.450000,7.855919,5231449
2020-01-01,9.450000,10.250000,9.450000,10.150000,8.437840,39627767
2020-02-01,10.150000,10.250000,9.000000,9.920000,8.246638,1591156
2020-03-01,9.920000,10.010000,8.000000,8.300000,7.058731,1266071
2020-04-01,8.280000,8.280000,6.900000,7.200000,6.123235,228909
2020-05-01,7.200000,7.300000,6.470000,6.850000,5.825578,1978984
2020-06-01,6.850000,7.280000,6.230000,6.250000,5.405421,1841500
2020-07-01,6.250000,6.250000,5.400000,5.520000,4.774067,2009662
2020-08-01,5.620000,6.180000,5.620000,6.000000,5.189204,8156155
2020-09-01,5.950000,6.500000,5.900000,6.400000,5.662690,214793
2020-10-01,6.300000,7.000000,6.000000,6.120000,5.414947,318606
2020-11-01,6.120000,6.750000,6.090000,6.450000,5.851117,423476
2020-12-01,6.300000,7.970000,6.200000,7.640000,6.930625,516933
2021-01-01,7.640000,8.060000,6.550000,7.100000,6.440765,2107079
2021-02-01,7.100000,7.460000,6.800000,7.440000,6.749196,528111
2021-03-01,7.440000,7.800000,7.000000,7.150000,6.486122,379835
2021-04-01,7.150000,7.150000,6.900000,7.000000,6.491975,496493
2021-05-01,7.150000,8.000000,6.990000,7.330000,6.798026,276558
2021-06-01,7.390000,7.390000,6.000000,6.970000,6.616961,869464
2021-07-01,6.970000,7.050000,6.780000,6.790000,6.446078,1287579
2021-08-01,6.790000,6.950000,6.490000,6.610000,6.275196,6021275
2021-09-01,6.700000,6.700000,6.400000,6.490000,6.311246,964836
2021-10-01,6.500000,6.600000,6.000000,6.090000,5.922264,2195041
2021-11-01,6.210000,6.350000,5.820000,6.300000,6.126479,898093
2021-12-01,6.320000,6.640000,6.000000,6.530000,6.350145,845628
2022-01-01,6.650000,6.820000,6.370000,6.550000,6.369594,1419260
2022-02-01,6.550000,6.600000,6.170000,6.430000,6.252898,1322444
2022-03-01,6.450000,6.610000,6.300000,6.540000,6.359869,503482
2022-04-01,6.540000,6.600000,5.980000,6.110000,5.941713,692249
2022-05-01,6.110000,6.550000,5.500000,6.500000,6.427751,1835719
2022-06-01,6.500000,6.600000,5.900000,6.050000,5.982752,3820045
2022-07-01,6.050000,6.640000,5.990000,6.480000,6.407973,3145275
2022-08-01,6.460000,6.460000,6.200000,6.210000,6.140974,4976374
2022-09-01,6.300000,6.400000,6.090000,6.400000,6.328862,2765003
2022-10-01,6.400000,6.450000,6.090000,6.270000,6.200307,1524801
2022-11-01,6.250000,6.390000,6.150000,6.320000,6.249752,289841
2022-12-01,6.220000,6.450000,6.090000,6.230000,6.160752,935031
2023-01-01,6.230000,6.450000,5.800000,5.990000,5.923419,1806512
2023-02-01,6.010000,6.130000,5.610000,5.620000,5.557532,1132980
2023-03-01,5.690000,6.150000,5.550000,6.000000,5.933308,5238022
2023-04-01,5.990000,6.380000,5.990000,6.340000,6.269529,7822939
2023-05-01,6.330000,6.390000,5.980000,6.110000,6.042086,553252
2023-06-01,6.110000,6.350000,5.500000,6.200000,6.131085,1251428
2023-07-01,6.200000,6.450000,6.000000,6.420000,6.348640,680745
2023-08-01,6.400000,6.400000,5.880000,5.960000,5.893753,1664921
2023-09-01,5.980000,6.100000,5.840000,6.100000,6.100000,3251235
2023-09-21,6.080000,6.100000,6.100000,6.100000,6.100000,353
