Date,Open,High,Low,Close,Adj Close,Volume
2013-04-01,27.750000,29.200001,27.500000,28.830000,13.529387,36338137
2013-05-01,28.830000,33.799999,28.500000,30.840000,14.472644,48167007
2013-06-01,31.000000,31.209999,24.600000,27.080000,12.708144,34336633
2013-07-01,27.950001,27.990000,26.200001,26.639999,12.519167,17029811
2013-08-01,26.950001,27.000000,21.500000,23.590000,11.085854,42882646
2013-09-01,23.250000,26.730000,22.280001,25.940001,12.368466,25637160
2013-10-01,26.400000,26.400000,24.030001,25.480000,12.149130,22008762
2013-11-01,25.290001,25.590000,22.809999,24.450001,11.658014,23434432
2013-12-01,24.330000,24.790001,22.000000,23.490000,11.200281,42356130
2014-01-01,23.490000,25.280001,22.000000,24.820000,11.834438,20835031
2014-02-01,24.820000,26.900000,23.709999,26.559999,12.664086,23169965
2014-03-01,26.559999,27.950001,25.520000,26.100000,12.444756,42997114
2014-04-01,25.570000,26.469999,24.610001,26.120001,12.678970,14198226
2014-05-01,26.120001,27.250000,25.420000,26.389999,12.810031,60937571
2014-06-01,26.549999,29.590000,26.100000,29.200001,14.457785,47326238
2014-07-01,29.209999,30.000000,28.000000,29.690001,14.700401,35589846
2014-08-01,29.709999,31.820000,28.840000,29.940001,14.824184,32995857
2014-09-01,29.790001,30.139999,27.000000,29.420000,14.852101,57705778
2014-10-01,29.469999,31.469999,28.260000,31.209999,15.755751,43379112
2014-11-01,31.209999,31.870001,29.299999,29.940001,15.114621,26964078
2014-12-01,29.889999,31.410000,28.010000,30.870001,15.793046,37413892
2015-01-01,30.870001,33.400002,29.180000,32.110001,16.427431,59593440
2015-02-01,32.110001,32.490002,30.190001,32.189999,16.468355,23920122
2015-03-01,32.200001,32.389999,29.500000,30.940001,15.828858,30465411
2015-04-01,31.469999,31.950001,30.010000,30.299999,15.721388,35709997
2015-05-01,30.299999,31.530001,28.850000,30.040001,15.586490,32672415
2015-06-01,30.430000,31.000000,29.100000,30.790001,16.233772,22585943
2015-07-01,31.000000,33.029999,29.480000,32.599998,17.188076,37432232
2015-08-01,33.250000,33.250000,28.110001,31.320000,16.513206,25115555
