Date,Open,High,Low,Close,Adj Close,Volume
2013-11-01,24.200001,25.500000,24.059999,25.370001,12.874826,6993629
2013-12-01,25.500000,25.510000,24.260000,25.100000,12.737806,33629012
2014-01-01,25.100000,25.450001,24.260000,25.270000,12.824079,7134890
2014-02-01,25.270000,26.500000,24.750000,25.799999,13.093044,4981697
2014-03-01,25.650000,26.990000,25.200001,26.590000,13.692394,18002992
2014-04-01,26.600000,27.250000,25.709999,26.809999,13.805682,4977023
2014-05-01,26.809999,30.500000,26.809999,30.030001,15.463807,7380593
2014-06-01,29.950001,34.980000,28.790001,34.959999,18.297937,21729416
2014-07-01,35.000000,38.950001,34.419998,36.099998,18.894613,9532021
2014-08-01,36.080002,38.000000,34.520000,35.240002,18.444492,14270982
2014-09-01,35.459999,38.000000,34.520000,36.200001,19.184734,6137798
2014-10-01,35.880001,36.299999,33.250000,34.139999,18.093010,9163876
2014-11-01,34.500000,37.000000,33.549999,36.060001,19.110544,13142533
2014-12-01,35.599998,38.000000,34.430000,36.330002,19.507559,4527599
2015-01-01,36.330002,37.400002,33.500000,35.580002,19.104847,10872960
2015-02-01,35.580002,37.000000,35.000000,36.450001,19.571997,2725205
2015-03-01,36.500000,37.180000,33.509998,36.480000,19.588102,5515302
2015-04-01,36.599998,38.400002,36.000000,38.009998,20.661964,11060881
2015-05-01,38.009998,39.000000,36.430000,37.810001,20.553247,6327854
2015-06-01,37.990002,38.180000,36.720001,37.020000,20.383472,7008255
2015-07-01,37.200001,37.200001,34.020000,35.490002,19.541044,6520110
2015-08-01,35.490002,36.470001,32.009998,33.770000,18.593990,5791625
2015-09-01,33.759998,37.500000,32.799999,35.720001,19.946129,7895590
2015-10-01,35.259998,40.000000,35.020000,38.669998,21.593412,15300995
2015-11-01,38.669998,39.990002,35.570000,36.580002,20.426359,7592510
2015-12-01,36.099998,36.849998,35.009998,35.599998,20.146456,14765235
2016-01-01,35.599998,35.820000,33.400002,33.709999,19.076885,5827055
2016-02-01,33.709999,35.020000,32.310001,34.810001,19.699387,6146444
2016-03-01,34.500000,36.500000,33.299999,35.959999,20.350182,7399841
2016-04-01,35.799999,38.900002,35.799999,38.560001,22.150135,5679900
2016-05-01,38.560001,38.900002,33.200001,34.040001,19.553699,28743020
2016-06-01,34.040001,34.700001,32.500000,33.259998,19.374369,20701354
2016-07-01,33.299999,35.349998,32.990002,34.009998,19.811249,41989002
2016-08-01,34.009998,37.299999,33.470001,34.560001,20.131638,7255471
2016-09-01,34.560001,36.000000,33.709999,35.230000,20.842382,8031960
2016-10-01,34.410000,35.900002,33.770000,34.610001,20.475594,12116878
2016-11-01,34.630001,35.990002,29.610001,32.060001,18.966988,16368004
2016-12-01,31.510000,32.980000,29.500000,31.389999,18.864168,9823237
2017-01-01,32.939999,32.939999,28.860001,31.320000,18.822100,26903399
2017-02-01,31.000000,31.950001,30.040001,31.180000,18.737970,11141526
2017-03-01,30.590000,32.310001,30.500000,31.000000,18.629797,21765686
2017-04-01,30.610001,34.750000,30.610001,32.480000,19.865143,21284128
2017-05-01,32.480000,33.990002,32.099998,32.650002,19.969122,15659076
2017-06-01,32.650002,33.500000,31.010000,32.669998,20.170483,10327879
2017-07-01,32.669998,32.990002,31.200001,31.730000,19.590128,10757131
2017-08-01,31.980000,32.990002,30.309999,31.209999,19.269075,23290477
2017-09-01,31.000000,32.200001,30.129999,31.190001,19.369848,19232963
2017-10-01,31.180000,32.500000,30.190001,32.480000,20.170973,17449359
2017-11-01,32.000000,32.500000,30.900000,31.700001,19.686573,10239058
2017-12-01,31.059999,32.000000,29.700001,30.610001,19.360313,11453895
2018-01-01,30.610001,32.500000,29.900000,30.900000,19.543736,10218226
2018-02-01,30.850000,32.000000,28.900000,30.450001,19.259121,13044576
2018-03-01,30.520000,31.490000,29.330000,30.209999,19.107323,7071898
2018-04-01,30.209999,33.500000,29.500000,33.259998,21.318296,49853183
2018-05-01,33.259998,33.259998,30.059999,30.450001,19.517202,22286599
2018-06-01,30.540001,30.889999,29.330000,29.510000,18.914703,11852936
2018-07-01,29.440001,31.000000,28.799999,30.650000,19.645395,10172015
2018-08-01,30.940001,33.490002,30.250000,31.600000,20.254311,15996135
2018-09-01,31.900000,32.000000,29.170000,30.320000,19.817188,8200922
2018-10-01,30.420000,30.940001,26.000000,26.750000,17.483831,8468487
2018-11-01,26.900000,28.459999,22.549999,24.020000,15.699503,15094975
2018-12-01,23.889999,25.500000,22.000000,23.230000,15.527971,8082961
2019-01-01,23.230000,28.000000,23.230000,27.330000,18.268599,26052733
2019-02-01,27.420000,28.879999,25.450001,27.500000,18.382231,13250606
2019-03-01,27.500000,28.200001,26.059999,27.700001,18.515923,15706354
2019-04-01,27.850000,28.200001,26.700001,27.730000,18.962812,15795509
2019-05-01,27.730000,27.730000,23.809999,23.990000,16.405258,16712538
2019-06-01,24.139999,26.020000,23.850000,25.410000,17.777960,31503276
2019-07-01,25.990000,26.980000,23.700001,26.010000,18.197742,21491499
2019-08-01,25.900000,27.190001,25.150000,26.610001,18.617535,31310576
2019-09-01,26.570000,28.969999,26.500000,27.469999,19.665501,19828436
2019-10-01,27.500000,29.900000,26.799999,29.020000,20.775133,38533649
